content;Type;sentiment
Увы ненаход, или мне не повезло или стандартный тип клада и кто-то уже проверяет, на подоконнике был кусочек черной изоленты. Уже второй ненаход и хз где брать;Л;-1
Взяли в этом магазине 3 марки, и уехали за 3 пизды! До этого марки не разу не ебашили, выбрали самые дорогие из всех в Казани, и тут просто эффекта 0!!! Просто 0! Очень огарчен и даже диспут открывать не буду;Л;-1
Крч, не советую, был ненаход, кто-то видимо шкуранул, клады однообразные, поэтому шкурят ребят!!! 43 сделки было и 2й ненаход;Л;-1
Ненаход. Прочитал негативный отзыв, подумал, ладно, у всех косяки бывают, заказал все же. В итоге тоже наёб;Л;-1
Такой клад невозможно снять без превлечения подручных средств типа лестницы, и это в очень палевном месте. Кладмен, не делай так больше;Л;-1
Ненаход, магазин никак не пошел на встречу. Место Клода было на тропинке в трубе, в проходном месте. Отмечу также что это первый ненаход в данном магазине, до этого все было ровно. Но реакция шопа на проблему совсем никакая;Л;-1
"Клад не был найден, старый адрес(видно по фото), кладмен кинул ""в угол"", -10к за вечер и нет кайфа";Л;-1
Случился ненаход, открыл диспут, в перезакладе, как я понял, отказали. Обидно.;Л;-1
Странно, в первый раз за все время, что покупал лсд попался среди товаров нбом. Очень огорчён.;Л;-1
Вы долбанулись? Еще не хватало по подъездам с отвёрткой лазать и раскручивать окна, кладмен дебил.;Л;-1
БДСМ шоп ненаход и ещё какие-то пидарасы ноунеймы второй ненаход подряд Идите нахуй, диспут бул пусть не пиздяи быстрее хочу оставить негатив уебкам;Л;-1
Ничего не нашли, ещё и магазин игнорирует!!!!;Л;-1
Ну хуйня клад старый не советую хотелось попробовать увы;Л;-1
Ненаход, магазин на встречу не пошёл, провел повторный поиск, всё обыскал. На месте явно устроили пикник, валялись бутылки да и место проходное, палится влёгкую Магазин испортился, каждый второй клад - ненаход. Описания кладов будто то ли дислексик оставляет, то ли узбек;Л;-1
Не советую связываться с этим магазином. Был ненаход. Кладмен долго отнекивался, говорил мол клад свежий, всё на месте.;Л;-1
3 из 4 ненаходов, на второй покупке сказали выдадут перезаклад после еще трех покупок. Сказано - сделано, купил еще три и сказали выдадут купон на 30%) Отвечают по полдня еще и совсем не пытаясь вникнуть в проблему, все им расписываешь, а они как по методичке отвечают. Очень не советую;Л;-1
Клад снял, все ок. Качество ни какое, съел две марки и ничего, беда(;Л;-1
Место в опе мира, в лесу. Вместо марок нбом. 4 марки на двоих и ничего, кроме плохого самочуствия. #2 P.S. на первом отзыве случайно забыл оценку снизить, так что 0/10;Л;-1
"Не советую связываться с этим магазином. Был ненаход. Кладмен долго отнекивался, говорил мол клад свежий, всё на месте. На адрес ездили 3 раза, по прежнему ничего не нашли. Магазин якобы ""пошёл на встречу"", написали, что сделают перезаклад при покупке 3 товаров на сумму заказа, который не нашли. То есть я должен рисковать ещё своими деньгами и опять без каких либо гарантий. Вот это сервис!";Л;-1
Ненаход. Магазин предложил еще 3 заказа и замену этого потом, но чёт не охота. Вроде куча заказов и отзывов хороших много, но плохие читайте, не смотрите на звёздочки. Зажрались ребята. Успехов вам.;Л;-1
ненаход, досадно, непонятные для меня условия перезаклада, грозящие потерей суммы втрое больше уже потерянной, рад за всех кто нашел, мир труд май;Л;-1
ненаход, если вы ничего не найдете,то даже не ждите,что вам вернут деньги или дадут пз;Л;-1
очень отзывчивая администрация и мгновенная обратная свзяь . возникли проблемы при поиске быстро вышли на связь помогли мне указали что где как. по качеству пока не буду писать ибо сейчас употреблять не собираюсь. определенно все 10тки !!) 10/10/10 thanks;Л;1
Добрый вечер Всем . Положительный отзыв , все как и обычно зашел купил , забрал , и все хорошо . Магазину 10 из 10 на вышке . Всем добра Братцы .;А;1
Приехала, касание! Упаковка и место зачет... Советую, а и качь 10 Успехов и процветания Забегу еще не раз：);А;1
Шикарно! Кладмен красавчик, квест легкий. Перевес небольшой порадовал, спасибо) Зайду еще!;А;1
Вечер дождь не помеха. Кладмен респект магазу почет и уважуха 10/10/10;А;1
10/10/10 все отлично, забрали в касание) магазину процветания, всех обняли);А;1
Квест изи))) Место и упаковка на 10, даже на 110 ) Описание подробное, фотки четкие и понятные, хотя гео было метров на 10 ошибочным по Яндекс. Навигатору, но благодаря фоткам проблем не составило) Вес - вместе с зипом 1,4 (без общей упаковки конечно), так что хз ровно 1 или 0,9, но как бы вообще пофигу) Качество - нежный как жопа младенца, вошел приятно. Слегка влажный, но вообще не критично. 2 полоски дали уже заметное поднятие настроя и желание пахать))) Думаю заслуженно могу поставить все 10) ;А;1
Как обычно всё четко, поднято в касание и спрятано надежно. Можно уже и скидочку)) часто беру у вас;А;1
Место прям пушка , хер сошкуришь ! За идею курьеру 5 + , все на высшем уровне.;А;1
Рекомендую брать только в этом магазине, настоящий фен, плохо растворяется в воде, отличный приход и держит ровно и долго. Минимальный отходняк на след день, зато держит ровно и четко, 100% концентрация. В остальных магазинах )(уета Ребята, держите качество, все охуенно!!! Кладмен молодец, нашёл почти сразу (были проблемы с геолокацией в лесу, но нашелся в итоге) А так по месту четко вообще;А;1
качество хорошее. были проблемы с находом. магазин помог.;А;1
Далеко, в надежности было усомнился, т.к. охранник базы при обходе, мог бы увидеть нечто на светлом заборе, но все на месте сьем секундный...;А;1
Клад мен красава закладыаает так что овчарки не найдут;А;1
Стаф на месте, все четко КМ - профи, кач нормальный, но хотелось бы посильнее, но в целом - все четко;А;1
В очередной раз - всё замечательно. Спасибо! Клад порадовал качеством и перевесом :) Квест больше не преодоление, а дополнение к приключению :) Рекомендую товар и продавца :))));А;1
всё в порядке, поездка была комфортной, спасибо за качественный сервис;А;1
Сначала испугались, что ненаход, но ещё раз все перепроверив внимательно, поиски закончили успехом. По весу было чуть-чуть меньше, но это не критично. Сам стаф хороший. ;А;1
"Надежно, но под окнами поднимать стремно... По качеству в Екб на мой взгляд, что ""Импорт 3"", что ""Премиум"" из одной бочки ""разлиты"", а вот цены разные. Сам по себе продукт качественный, своих денег стоит. Т.к. прошлый раз не смог отписаться, в отступление скажу, что это самый клиентоориентированный магазин на площадке с которым приходилось иметь дело, бывали недочеты и будут скорее всего (человеческий фактор никто не отменял), но мы нашли консенсус и магазин держит свое слово и дорожит клиентами. Спасибо за сервис, я с вами! ";А;1
Сняли в касуху! Вес в порядке! Ну наконец то розовый, давно его хотел хапнуть!) а то белый заебал уже) сам шпек походу огонь! Выстрелил сразу)) позже дополню… Лучше в птз не найдёшь! Это именно тот шпек, каким он и должен быть! Сразу вспомнил былые времена) запах супер, радует нос!)) ;А;1
Стаф стоит своих денег. Брал тут два раза, оба раза выпадала прогулка на природу, оба раза смог найти без фоток и карты. Кладмену респект за подробный рассказ и обилие фоток. Единственное нарекание: слишком уж надежно, может показаться, что ничего нет, но надо просто продолжать поиск. В этот раз магазин прямо выручил: был ненаход в другом магазине, пока шел диспут, решил сыграть в рулетку, и повезло! 10/10/10;А;1
Хочу выразить огромную благорадрность магазину за грамотность,чистоту и справедливость!Снято четко в касание,ни сантимером дальше,ни ближе,ВСЕ ЧЁТКО! Буду заходить ещё и не раз!Спасибо оргомное,ставлю 10.10.10 Магазину двигаться только вперед, а всем добра!КАЧ АХУЕННЫЙ;А;1
приветствую всех кто читает этот отзыв ! про данны магазин скажу только хорошее. брали много раз . только с другог акка! не раз магазин шел на встречу и выдавал купоны! за что огромное СПАСИБО с вами приятно иметь дело ... по качеству ни одного нарекания. разворачиваю -( если вы кушаете очень часто вам стоит зделать перерыв ! приедается ... здесь всегда все четко! что могу сказать про квесты - ребят ну вы не маленькие должны понимать казусы случаются никто не застрохован. нооо. отдельное спасибо супер-менам которые рискуют и кладут так чтоб мы не палились и славно провели свой досуг СПАСИБО ... СПАСИБО ..... СПАСИБО.... в данном магазине работают профессионалы повторюсь с вами приятно иметь дело . последний квест просто изи и 30 секунд не прошло сняли. прчем в таком месте что никто и не поверит ! кладмен красава просто! ТОЛЬКО ОДИН МИНУС Я МОГУ ВЫДЕЛИТЬ У ДАННОГО МАГАЗИНЫ МАЛО КЛАДОВ У МЕНЯ НА РАЙОНЕ ))))))) поставить десятки не поставить ничего! 100\100\100 процветания и удачи в нашем не леглом деле )));А;1
В который раз убеждаюсь и удивляюсь, как Вы дисциплинированны. товр пушка. буквыв разбега.ются. спасибо;А;1
Всё хорошо, как и в прошлый раз, нашел быстро, место хорошее тоже.;А;1
Спасибо, все нашлось быстро, товар как всегда отличный;А;1
Забрали . на навигаторе тропы не отображаются , если свкрнешь не туда, все пизда... Через дебри пойдешь... А так нашли в касание ... Брал не себе , про качество ни чего сказать не могу, вес ровный;А;1
Всем привет . Давно не брал магнит , как -то опасно . Но тут положили только вот вот , в магазине я уверен, и район мой , оплатил . В результате 10/10 , но все же не так просто , минёру поправочка на будущее , присобачить можно , но подумай как снимать, у меня рука большая пальцы толстые еле просунул и оп! свалился магнитик, а вокруг люди и камеры , прикинь ситуация , всего не предусмотришь , но об этом думай в первую очередь , мы не в 12 записок играем, место с проходимостью около 10 человек в минуту, кто -то в курсе зачем я ковыряюсь , а вдруг он мент или из этих , которые сразу в милицию , а там патруль частый , я в догонялки ещё в 90ые наигрался. Но наглость второе счастье поэтому прокатило. Согласен и мой косяк тоже , но я не рентген точно определить где приделан магнит до миллиметра . Думаю все поняли о чем я . Брал ,01 в описание обещано немерено Стима , ну похоже у меня немереный Толик . Надо перерыв делать . А так , магазину респект за такие закладки , на грани фола играют только профи. Район порадовал это плюс .Вес даже смотреть не стал , магазин в авторитете у меня . Все 10-ки . Спасибо за внимание , извините за слишком много написаного . Заметьте 5 утра я не сплю ) это с 2/3 единицы начиная около 6 вечера . Музычка уже более спокойная играет . Всем приятного отдыха с Покемоном;А;1
Все четко, безопасно и главное качественно)все десятки, газ хороший, рекомендую всем спасибо 10/10/10;А;1
Место норм, сняли быстро. Вес соответствует, но мокрый. Был бы сухой было бы меньше примерно на 0.5гр., так как брали 5гр. Кач не плохой лайтовый. С жирной дорожки забирает норм. Нуууу скажу что за место 10, за вес 9, за качество 10. Итого 10.9.10. будем рады купону за большое количество. Всем бобра ).;А;1
Так ребят место нашёл еле еле корды разные место все перевернуто но я везунчик))). Мне повезло я нашёл свое и меня это очень обрадовало, но тавар порадовал меня ещё больше спасибо ребят прошу только с кодами не ложайте а так 1000/1000/1000;А;1
Вот что хотелось бы сказать по поводу этого магазина! Все всегда на высоте, кладики на месте, кладМЭН учитывает при своей работе, и место, и быстроту поиска, и степень просмотра лишних глаз и шустрых рук третих лиц!!! Можно с точностью по координатам , найти , то что в описании!!! В возникших проблемах , скорость решения и оперативность!! По качеству, продукт радует, заряжает, не напрягает, и не выводит из баланса!!! Стимулятор 10ки!!! И в итоге ребята Вы красавцы!!! Удачи и процветания!!! Позитива и добра;А;1
упаковка: 2 плотных небольших зиплока и изолента + клад замаскирован. фен хороший - чистый, мягкий. слизистую не жжёт, вход/выход мягкий. соотношение цена-качество для текущей конъюнктуры рынка очень приемлемо. подытожу: фен, упаковка и цена понравились - можно сказать, что это действительно, премиум.;А;1
Место топ, никто не найдет) в касашку, как говорится)) большая просьба - указывайте московский (жилка, тэцевская и тд) пожалуйста. до этого брал московский, дошел пешком, а тут.... по качу порядок, белоснежные камни) спасибо;А;1
Приветствую бандиты,сперва растерялся, главное не нервничай! Всё на базе, всё на месте, идеальное место!!! Обнял всех причастных к данному событию!;А;1
Не к удивлению но как всегда все чётко и в касание ! Спасибо !;А;1
Прихожу я значит на место съема в лесок и прям у входа в лес стоит машина. Ну, думаю, щас примут, замусорился магаз, и все такое. На свой страх и риск пошел обходными путямии и знаете что, друзья? Это не мусора были, а пожилая пара то ли грибничков, то ли еще кого. Клад поднят в касаньице. Магазинчику огромный респект. Хоть клад и весенний, стафф все еще бьет по шарам как надо!!! Все очень понравилось. 10/10/10 Магазину желаю процветания Всем чао, ребятушки!!!!;А;1
Как всегда всё ровно и на месте. Кач отличный спасибо;А;1
Нычка конечно зачот:) такую сложно сошкурить. Молодца, ребята,цена/качество 10/10;А;1
На месте были проведены поисковые работы, что в конечном итоге привело к положительным результатам. При распаковке, оказалось, что товар в двух зипах, что является плюсом, но очень мокрым, что является минусом. Причём настолько мокрым, что в зипе была влага. Высушив кое как, еле- еле вес был примерно 0.8, что безусловно сойдёт ) По эффекту кайфовый и прущий. Мягко входит и со временем разъебывает. Крч все ок. Спасибо за квест в ебенях, было интересно);А;1
Был небольшой казус, магазин пошел на встречу. администрация отзывчивая и принимает адекватные решения.;А;1
В этом магазине по другому не бывает!!!! Все на 100%!!! Отличная работа, хорошее качество, удобные квесты!!! Всем советую!!! Все сюда;А;1
Бывало конечно легко забрать, но в этот раз идя неспеша мимо точки, уже метров с 3 увидел искомое. 3 раз в данном магазине и ни одного затруднения. Кач соответствует цена-качество! Рекомендую данный магазин.;А;1
Все классно за исключением момента что я наступил в человеческое говно . Но так сказаться это издержки производства);А;1
Снял в касание , спасибо ! 10/10 магазину;А;1
Всё нашли но струдом так как коры приводят не нато место где именно лежит клад а метров на 30 от него,так что искать пришлось по изображению на фото.Вобщем стафф отличчный,кладмен красавчик, чайки идут на хуй лесом.)Магазин как всегда на высоте,марку держит!!!Рекомендую заглядывать.....;А;1
Зачёт, кура красавчик, высшая оценка!) Про кач писать не буду, беру не в первый раз;А;1
Забрал в касание, все отлично По качу среднечек;А;1
Случилась мелкая неприятность с кладом, всё объяснил в диспуте, администрация пошла на встречу и разрулила так чтобы никто не остался обманутым и недовольным. Респект магазу. ;А;1
Птичка в клетке,спрятано надёжно.магазину респект;А;1
Касание 10 10 10 пришёл увидел качество добротное респект магазу ;А;1
найдено быстро, маскировка отличная. пак надежный. вес заявленный. шпек белый, расход большой, ну вообщем за свои деньги самое то, хотя бы не коричневая ебь. 10/10/10;А;1
В касание, правда прошлый тайник не нашли и администрация не стала ничего делать, попросили еще денег. Качество амфа оч хорошее, но странный запах и немного влажноват как по мне, держит долго и быстро, почти без эйфории. Не знаю правда ли там 95% чистоты но эффект действительно удивляет);А;1
Стаф Нулевый Отвечаю !!!;А;-1
Ненаход - академ и ельцовка перекопены - диспут случайно закрыл - да и ждать неделю модераторв заебало, курьер слишком долго кладет вплотную к ствол, оператор магазина хуесос тупой слепой, ну может просто пидор - я хз - скорее всего и то и другое и еще и пидор;А;-1
Очень разочарован в магазине приобрел товар товара не обнаружено магазин не пошел на встречу отказал во всём самый худший магазин на площадке;А;-1
Ненаход;А;-1
Ненаход... Шкурное место, еще и под камерой . . Ты же мне сказал что мол ваш магаз ТОП и вы сами за модератора решаете диспуты! Прикиньте за перезаклад потребовал купить 3 по 1гр, после чего он ЯКОБЫ выдаст перезаклад... Засунь себе знаешь куда эту КЛАДКУ МАМКИНУ??? Да да ИМЕННО ТУДА И прямо под той самой камерой!!! !;А;-1
Ненаход, место всё в воде, деревья спилины! Только выкинутые деньги;А;-1
Не берите клады с зимы ,нет там нихера;А;-1
Все на месте, но это ебаный стиральной порошок, шляпа и отрава;А;-1
Магазин не здоровый какой то, мало того что продают клады которым год почти, потом ещё и не признают свои ошибки, морочат голову, как будто так и должно быть, в итоге сошлись на купоне на всю сумму, они её специально на два разделили что бы не смог купить без доплаты, короче делают что хотят, не магазин это, а лавка деревенская, больше не зайду, в спам однозначно.;А;-1
Качество плохое;А;-1
Качество не о чем,не советую,Грам сожрал до вечера,в одно лицо;А;-1
Это лютый пздц, никогда и ни при каких обстоятельствах здесь брать не буду, мы блудили по этому *баному лесу 3 часа, координаты вообще не верные, недовес однозначно !;А;-1
Ненаход. Снег растаял- ничего нет. Диспут для лохов, уже давно нихуя не решает.;А;-1
Ненаход, даже дальше общаться не хочу сори;А;-1
амф очень слабый. нос не жгет и запах странный. место клада было в 5 метрах от училища. от куда толпами выходили ученики . курьер ты совсем края перепутал? за качество товара и работу курьера 0;А;-1
фен ваще никакой побелка ебучая нихуя не размываеться хуй уколишься. Парни мимо проходите;А;-1
Ужасное место клада. Между двух дорог идёшь почти поколено (без преувеличений) в снегу, корды несоответствуют фото, найти не получилось. Скорее всего клад на месте (хотя не факт), таких как я там явно было много, всё истоптано. Такого я давно не видел. В таком месте клад делать - это не очень. Кладмен, иди сам забирай свой клад, серьёзно. Другим такое не надо предлагать.;А;-1
Не знаю как магазин. Но кладмен с Воскресенска точно гнилой. Постоянные недовесы, а вот с этой покупкой вообще беда, взял три грамма, а в итоге там 1 грамм всего, предоставил фото, с половиной упаковки, так как по дороге когда вскрывал клад выкидывал ее, магазин не верит, ни на какие уступки не идёт, ну и нахуй такой магазин, зажритесь, ставлю оценку 0, больше не вернусь сюда, можете даже в бан меня поставить;А;-1
приехал, стаф откровенно сказать полное дерьмо, без предвзятости не имеет никакого запаха, как будто отковырнули кусок побелки от стены, не в голове не в жопе, растроен;А;-1
первая покупка в данном шопе , и мимо , клад старый еще без снега , криком в земле . отписался оператору , ответили тут же , предложили перезаклад после 3 покупок . отношением к клиенту очень порадовали , до последнего пытались найти компромис... модератор закрыл в мою пользу ...;А;-1
Пусто, предложили 3 покупки купить и тогда сделают перезаклад. Интересно как то девки пляшут.;А;-1
ненаход;А;-1
До этого в Кировском был не наход. Дали купон, причем на условии 10ок и ++, сегодня решил воспользоваться купоном - по итогу место почти там же и опять ненаход. Я хз = может км крысит, может его спалили, но то, что в Кировском пусто под ебучей листвой - факт. Временно не буду тут совершать покупки, хотя до этого сделал тут около 10 раз и все было ок;А;-1
Клад был сделан безолаберно (точка в поле без ориентиров совершенно) и на месте его не было. Появившийся в диспуте курьер написал уточнение которое меняет суть самого описания. Попросили у него уточнений и за сутки их не последовало. Магазин предложил два купона по 50%, но я отказался - безолаберная работа курьера это полностью ответственность магазина. В этот магазин не вернусь больше и вам не советую.;А;-1
Ненаход, магазин ничего толком не делает.;А;-1
"Заплатил за пустой адрес. В самом тупорылом месте на районе, которое изветсно каждой собаке уже лет 10. Ни возврата, ни замены, естественно не получил. Учавствовать в бредовых разбирательствах ""с комментариями курьера"" смысла нет. Спасибо за прокидку.";А;-1
Не берите в этом месте вишнёвая гора это Бердянка. Приехал на место место не тронуто а там пусто. Кура ты хуиплет.;А;-1
Этот конструктор даже не прёт не хуя!магазин снимай статус надёжного магазина так как товар у тебя полное говнище ебанное безпантовоя побелка!!!!!Какой там амфитамин?)))))ты хоть знаешь что это такое вообще???Кто хочет выкинуть бабки на ветер тому сюда я лично давно хотел попробовать товар у магазина этого и честно я в диком ужасе!;А;-1
По заданным координатам не было того места, которое на фото. Ненаход;А;-1
Отвратительный магазин, был ненаход,предложили сделать ещё три покупки,чтоб получить компенсацию по ненаходу. Бред,других слов нет. Может богаче станете на 3 грамма.;А;-1
Какая Трехгорка??!! Это-ЛЕС!! ТАК И ПИШИТЕ- ТАЙНИК В ЛЕСУ!!! ХЕР БЫ Я КУПИЛ ТАКОЙ КЛАД!! АХУЕННО Я БУДУ ВЫГЛЯДЕТЬ В ОФИСНОМ ПРИКИДЕ, ШОРКАЮЩИМСЯ ПО ЛЕСУ!!! Сами попробуйте забить маршрут в навигатор- туда попасть можно только пиздуя пешком час! На машине ваще хер подъедешь!! УРОДЫ!!;А;-1
ебаная курица, блять возьми и просто брось у дерева и то лучше чем закапывать напротив дома вдоль парковки, все палят,....идите нахуй ебаны;А;-1
купил клад в лифте. В итоге ненаход.Скидываю фото.Они начинают морочить голову что фото отзеркаливает..Типо надо смотреть с др стороны...Съездил,посмотрел др сторону лифта...тоже пусто..Оценка соответствующая.;А;-1
первая покупка и последняя. мало того что код не подошел так еще и злая бабка-коньсьерж. С трудом удалось попасть на нужный этаж и там ничего нет...;А;-1
Ненаход, кладмен - лапоть;А;-1
Сделано все по уебански и даже не хочу разбираться , подавитесь моей полторахой , клад вместо пролетарской , находится в лесу в рыбацком у славянки , за грамм идти за сроком я не собираюсь ещё и такси туда вызывать ну его на хуй . Магаз в чс;А;-1
Ваш новый кладмен - чмо. Тайников нет. Пустой проеб денег и времени. Не думайте брать октябрьский - тайники, повсюду дырки. Дадут перезаклад - будет точка на несколько человек. Топ-магазин оказался настоящим дерьмом. Всего хорошего!;А;-1
Был ненаход. Сначала кладмен не мог понять, что за место, потом вспомнил, что оно очень шкурное и клад глубже. После повторных безрезультатных поисков предложили купить ещё товара тысяч на 15 или купон 30 %. Все мои аргументы разбивались о гигантскую стену топового магазина. Крайне разочарован и удивлён такому сервису.;А;-1
Ненаход,клад для чаек и шкур,проблему магазин в пользу покупателей не решает,кидалово.;А;-1
конченный минер ненаход;А;-1
уже второй раз ненаход закладки. старые клады забирают чайки, а суппорт отказывется выдавать новые места. кидалово( больше тут не покупаю;А;-1
ненаход, ( брали так сказать с собой в дорогу) времени заморачиваться с диспутом не было... взяли в др. магазе и уехали... на фото не понятно где конкретно должно было все лежать, вообщем как-то так;А;-1
Катитесь лесом не образованные продавалкины!;А;-1
ненаход. Трава была вся перерыта. Рядом в 3 метрах рылся еще один чел. Походу тоже не нашел.;А;-1
Место было вскрыто до меня, ненаход;А;-1
Здравствуйте. Не хочу ничего наговаривать на магазин. Но хватило на шесть треков всего. Ещё неприятно что забраковано в не в пакетике хотя бы, а в фольге. Стафф неплохой, вес маленький, спрятано хорошо.;А;-1
Был ненаход,магаз на встречу не пошел,кричит если вы сделаете у нас три заказа и оставите положительный отзыв то мы выдадим компенсацию,то есть я купил у них,не нашел и они просят купить у них еще;А;-1
качество говно ребят , аналгин какой то , аккуратней !!!!;А;-1
Магазин неделю тенул зделал липовый клад наебали не берите больше здесь!!!!;А;-1
Спасибо все на месте.;А;1
На очень проходимом месте, но надёжно и в касание. Травка накуривает );М;1
Нашёл все супер, подошёл поднял, ушел , по кордам тоже все норм , вес в порядке , магазин делает свою работу на ура . Кач бомбовый 1дегустатор-приход поавный и мягкий оцениваю на 10/10/10 2дегустатор-скурил 0.2 еле стою , убойная тема10/10/10 3дегустатор-для меня лучшие шихи 10/10/10 Итог: советую магазин!!!;М;1
Стаф снят в касание просто по ходу движения, место в шаговой доступности) Кладмен красава) По весу все ровно, качество выше среднего. за 800 цена\качество на недосягаемом уровне;М;1
"Квест пройден успешно.Интересная упаковка! :) Об остальном добавлю по-возможности. Попробовал-мне понравилось.Не на свежую голову пробовал,тем не менее после ~трёх сухих(были в таких условиях,где из приборов только сухой),втягивал не на максимум,а просто нормальный напас,чтобы закашляться,но не выплюнуть лёгкие;КОРОЧЕ после трёх сухих (эффект плавно накатывает) через некоторое время обнаружил себя в состоянии,где можно сказать 'уставился в одну точку.Плюс,определённо плюс,вообще плюс . . ";М;1
Шалость удалась!) Место открытое, но паузу выждать можно. Стаф норм. Спасибо!;М;1
Шалость удалась!) Только, друзья, объясните км пожалуйста, что Новохохловская и Текстильщики это два разных места!);М;1
Все на месте, квест так себе. Скорее прикоп, а не тайник.;М;1
Описание точное, место укромное, стаф пушка, весов нет, думаю, норм. Команде спасибо. Магазин рекомендую.;М;1
Все крууто км красавчик! Дурь хороша, ровно г;М;1
Чайки идут мимо. Подобрано в касание. Приятно иметь дело. Стаф душистый, приход пушитсый.;М;1
уже какой раз говорю что не пойду в лес ночью, но сегодня уже стою в лесу и нихрена не вижу) встретились с пацанами , которые надеюсь нашли все свое )) клады были прям близко! но каждый просто забирал свое и все) напряга не было и это радовало) ибо сначала мы подумали что этот фонарик других товарищей, стремно ужас)) но все равно не круто так :с не могли найти сначала место вообще, темно очень :D аллилуя нашли и забрали) спасибо за адреналин и ночную прогулку ) вес ровный, накурило пиздец как) а у нас большой толик) ;М;1
